"Leikur";"Dags";"Tími";"Pitch";"Flokkur";"Group";"Home team";"Away team";"SA Subgroup"
"F-R4-U1-L3vsL4";"2022-06-17";"15:30:00";"V16";"7flkk";"F-R4";"Ægir 1";"Fylkir 6";"1"
"F-R4-U2-L5vsL3";"2022-06-17";"16:00:00";"V16";"7flkk";"F-R4";"Grindavík 6";"Ægir 1";"1"
"F-R4-U3-L3vsL1";"2022-06-17";"16:30:00";"V15";"7flkk";"F-R4";"Ægir 1";"ÍBV 5";"1"
"F-R4-U4-L2vsL3";"2022-06-17";"17:00:00";"V15";"7flkk";"F-R4";"Breiðablik 10";"Ægir 1";"1"
